,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
2943,Le Ballon Rouge,Paris,"['French', 'Wine Bar', 'European']",2944,4.5,$$ - $$$,55,"[['Loved this place!', 'Burrata and organic wine'], ['03/02/2017', '01/10/2017']]",/Restaurant_Review-g187147-d7722387-Reviews-Le_Ballon_Rouge-Paris_Ile_de_France.html,d7722387
2944,Breakfast in America,Paris,"['American', 'Diner', 'Vegetarian Friendly']",2945,4,$,450,"[['Nice little place- Just as the name states', ""If you're gastronomically homesick, the so...""], ['01/08/2018', '12/22/2017']]",/Restaurant_Review-g187147-d788284-Reviews-Breakfast_in_America-Paris_Ile_de_France.html,d788284
2945,Le Gagnage,Paris,['French'],2946,4.5,$$ - $$$,101,"[['Great food and awesome hosts', 'Perfect'], ['10/06/2016', '09/24/2015']]",/Restaurant_Review-g187147-d3687453-Reviews-Le_Gagnage-Paris_Ile_de_France.html,d3687453
2946,Da Rocco,Paris,"['Italian', 'Mediterranean']",2947,4.5,$,85,"[['Great selection of vegetarian options', 'Best chicken'], ['11/18/2017', '07/07/2017']]",/Restaurant_Review-g187147-d1996076-Reviews-Da_Rocco-Paris_Ile_de_France.html,d1996076
2947,Le Petit Orestias,Paris,['Greek'],2948,5,$,29,"[['Lunch', 'Delicious homemade food'], ['02/23/2017', '02/09/2017']]",/Restaurant_Review-g187147-d8276551-Reviews-Le_Petit_Orestias-Paris_Ile_de_France.html,d8276551
2948,Le Chateau Poivre,Paris,['French'],2949,4.5,$$ - $$$,87,"[['Best in class around Montparnasse...', 'Another great Paris bistro'], ['02/08/2017', '04/08/2016']]",/Restaurant_Review-g187147-d2501238-Reviews-Le_Chateau_Poivre-Paris_Ile_de_France.html,d2501238
2949,Sofa Cafe Studio,Paris,"['French', 'Cafe', 'European']",2950,3.5,$$ - $$$,201,"[['Great spot', 'Friendly staff, tasty breakfast'], ['01/05/2018', '12/29/2017']]",/Restaurant_Review-g187147-d2488646-Reviews-Sofa_Cafe_Studio-Paris_Ile_de_France.html,d2488646
2950,Bistro Mon Reve,Paris,['French'],2951,4.5,$$ - $$$,55,"[['A real bistro !', 'Very nice bistro'], ['01/05/2017', '02/17/2016']]",/Restaurant_Review-g187147-d7347732-Reviews-Bistro_Mon_Reve-Paris_Ile_de_France.html,d7347732
2951,Le 27 Gourmand,Paris,['French'],2952,4,$$ - $$$,79,"[['Just perfect. .', 'The best French Meals'], ['12/25/2017', '12/05/2016']]",/Restaurant_Review-g187147-d1863373-Reviews-Le_27_Gourmand-Paris_Ile_de_France.html,d1863373
2952,Cafe Charbon,Paris,"['French', 'Bar', 'Gastropub', 'Vegetarian Friendly']",2953,3.5,$$ - $$$,250,"[['The perfect place to meet friends for drin...', 'Fun noisy place'], ['11/03/2017', '10/12/2017']]",/Restaurant_Review-g187147-d695243-Reviews-Cafe_Charbon-Paris_Ile_de_France.html,d695243
2953,Maccaroni,Paris,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",2954,4.5,$$ - $$$,153,"[['Amazing Italian Restaurant!', 'Italian delicius quisine'], ['01/06/2018', '05/03/2017']]",/Restaurant_Review-g187147-d3222038-Reviews-Maccaroni-Paris_Ile_de_France.html,d3222038
2954,Chasse maree,Paris,"['French', 'Seafood', 'European']",2955,4.5,$$ - $$$,95,"[['Seafood delight!', 'Very Good Sea Food'], ['10/13/2017', '10/26/2016']]",/Restaurant_Review-g187147-d786245-Reviews-Chasse_maree-Paris_Ile_de_France.html,d786245
2955,Cafe de la Tourelle,Paris,['French'],2956,4,$$ - $$$,110,"[['Good value of money, nice place for a cozy...', 'Friendly, cozy Parisian restaurant with ex...'], ['02/13/2017', '11/18/2017']]",/Restaurant_Review-g187147-d1907542-Reviews-Cafe_de_la_Tourelle-Paris_Ile_de_France.html,d1907542
2956,Restaurant Labranda,Paris,"['Mediterranean', 'Turkish', 'Middle Eastern']",2957,4.5,$$ - $$$,63,"[['Nice restaurant', 'Really good Turkish food served with a smi...'], ['06/02/2017', '01/30/2016']]",/Restaurant_Review-g187147-d1939822-Reviews-Restaurant_Labranda-Paris_Ile_de_France.html,d1939822
2957,Khao Tip,Paris,,2958,5,,17,"[['Thailand in Paris', 'An excellent authentic Thai restaurant'], ['08/23/2017', '06/21/2017']]",/Restaurant_Review-g187147-d12557812-Reviews-Khao_Tip-Paris_Ile_de_France.html,d12557812
2958,Cafe Les Rosiers,Paris,"['French', 'European']",2959,4.5,$$ - $$$,50,"[['Friendly and welcoming, delicious food', 'Hidden gem!'], ['10/24/2017', '10/02/2017']]",/Restaurant_Review-g187147-d3364531-Reviews-Cafe_Les_Rosiers-Paris_Ile_de_France.html,d3364531
2959,MORABEZA,Paris,"['French', 'Vegetarian Friendly']",2960,4.5,$$ - $$$,30,"[['Best cape verdean food in Paris', 'Nice small restaurant'], ['05/25/2017', '06/24/2016']]",/Restaurant_Review-g187147-d10135996-Reviews-MORABEZA-Paris_Ile_de_France.html,d10135996
2960,L'Insouciant,Paris,"['French', 'European']",2961,4.5,$$ - $$$,101,"[['Interesting visit /', 'Dinner time disappointment'], ['05/21/2017', '04/17/2017']]",/Restaurant_Review-g187147-d1337432-Reviews-L_Insouciant-Paris_Ile_de_France.html,d1337432
2961,Le Viel Alger,Paris,['African'],2962,4.5,$$ - $$$,48,"[['Good food in authentic decor', 'amazing'], ['02/25/2017', '07/30/2015']]",/Restaurant_Review-g187147-d1035272-Reviews-Le_Viel_Alger-Paris_Ile_de_France.html,d1035272
2962,Le Restaurant ERH,Paris,"['French', 'Japanese', 'Fusion']",2963,4.5,$$$$,25,"[['Out of this world!', ""Don't miss the opportunity""], ['11/12/2017', '10/14/2017']]",/Restaurant_Review-g187147-d12535614-Reviews-Le_Restaurant_ERH-Paris_Ile_de_France.html,d12535614
2963,Cavalino Restaurant Xiieme Arr. De Paris,Paris,['French'],2964,4.5,$$ - $$$,35,"[['Italy in Paris'], ['03/17/2015']]",/Restaurant_Review-g187147-d5797922-Reviews-Cavalino_Restaurant_Xiieme_Arr_De_Paris-Paris_Ile_de_France.html,d5797922
2964,Relais du Pont-Neuf,Paris,"['French', 'Vegetarian Friendly']",2965,4.5,$,99,"[['Paris', 'Very good!'], ['12/08/2017', '11/02/2017']]",/Restaurant_Review-g187147-d1656724-Reviews-Relais_du_Pont_Neuf-Paris_Ile_de_France.html,d1656724
2965,Carpe Diem Cafe,Paris,"['French', 'Bar', 'European', 'Vegetarian Friendly']",2966,4,$$ - $$$,151,"[['Really Good Meal', 'Quintessential Paris!'], ['02/26/2017', '10/14/2017']]",/Restaurant_Review-g187147-d779819-Reviews-Carpe_Diem_Cafe-Paris_Ile_de_France.html,d779819
2966,Pizza del Navona,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",2967,4,$$ - $$$,216,"[['Nice Italian option in Paris', 'Excellent food and service!'], ['06/13/2017', '12/25/2017']]",/Restaurant_Review-g187147-d1625644-Reviews-Pizza_del_Navona-Paris_Ile_de_France.html,d1625644
2967,Ya Lamai,Paris,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",2968,4,$$ - $$$,90,"[['Very Friendly', 'Wonderful Thai food and service'], ['09/11/2017', '04/20/2017']]",/Restaurant_Review-g187147-d2366786-Reviews-Ya_Lamai-Paris_Ile_de_France.html,d2366786
2968,El Fares,Paris,"['Lebanese', 'Mediterranean', 'Vegetarian Friendly']",2969,4,$$ - $$$,50,"[['Tasty food at a good price!', 'Good staple Lebanese food'], ['06/23/2017', '03/28/2017']]",/Restaurant_Review-g187147-d8533477-Reviews-El_Fares-Paris_Ile_de_France.html,d8533477
2969,IL TIMO,Paris,"['Italian', 'Vegetarian Friendly']",2970,4.5,$,46,"[['5 stars all around', 'Delicious fresh... fast ...good value'], ['12/30/2017', '12/30/2017']]",/Restaurant_Review-g187147-d8684536-Reviews-IL_TIMO-Paris_Ile_de_France.html,d8684536
2970,John Viande,Paris,"['French', 'Grill']",2971,4,$$ - $$$,102,"[['Really good burger with big shot at being...', 'Great find!!'], ['10/12/2017', '02/15/2017']]",/Restaurant_Review-g187147-d6591940-Reviews-John_Viande-Paris_Ile_de_France.html,d6591940
2971,Le Cafe Fauve,Paris,"['Cafe', 'Wine Bar']",2972,4.5,$$ - $$$,54,"[['Freshness Gem', 'Amazing Brunch'], ['04/10/2017', '01/30/2017']]",/Restaurant_Review-g187147-d7096869-Reviews-Le_Cafe_Fauve-Paris_Ile_de_France.html,d7096869
2972,Le Joy,Paris,,2973,4.5,,45,"[['Excellent restaurant, bar', ""Great place for a quick lunch if you're in...""], ['01/03/2017', '09/13/2015']]",/Restaurant_Review-g187147-d6695219-Reviews-Le_Joy-Paris_Ile_de_France.html,d6695219
2973,La Maison de Charly,Paris,['Moroccan'],2974,3.5,$$ - $$$,259,"[['Interesting Lunch', 'Interesting menu'], ['11/24/2017', '07/20/2017']]",/Restaurant_Review-g187147-d950926-Reviews-La_Maison_de_Charly-Paris_Ile_de_France.html,d950926
2974,MY Place,Paris,,2975,4,,104,"[['Adorable little brunch spot'], ['08/27/2017']]",/Restaurant_Review-g187147-d4970574-Reviews-MY_Place-Paris_Ile_de_France.html,d4970574
2975,Bootleg Bar,Paris,"['Pub', 'Bar']",2976,5,$,31,"[['Fun place, good drinks', 'Great Cocktail Bar'], ['03/20/2017', '03/19/2017']]",/Restaurant_Review-g187147-d6924222-Reviews-Bootleg_Bar-Paris_Ile_de_France.html,d6924222
2976,Le Fournil,Paris,"['French', 'Vegetarian Friendly']",2977,4.5,$,59,"[['Excellent', 'Excellent crepes, good value, friendly sta...'], ['09/25/2017', '07/30/2017']]",/Restaurant_Review-g187147-d4473267-Reviews-Le_Fournil-Paris_Ile_de_France.html,d4473267
2977,La Chaise et Le Vin,Paris,,2978,5,,34,"[['Wonderful wine bar', 'Great place'], ['03/21/2017', '02/04/2017']]",/Restaurant_Review-g187147-d8708550-Reviews-La_Chaise_et_Le_Vin-Paris_Ile_de_France.html,d8708550
2978,L'Empire du 8 Eme,Paris,['Mediterranean'],2979,4.5,$$ - $$$,48,"[['Good Corsican food'], ['02/23/2017']]",/Restaurant_Review-g187147-d798217-Reviews-L_Empire_du_8_Eme-Paris_Ile_de_France.html,d798217
2979,Patuco,Paris,"['Bar', 'Fast Food', 'Street Food', 'Vegetarian Friendly']",2980,4.5,$$ - $$$,37,"[[], []]",/Restaurant_Review-g187147-d10184174-Reviews-Patuco-Paris_Ile_de_France.html,d10184174
2980,Les Bottes de 7 Lieues,Paris,['French'],2981,4,$$ - $$$,99,"[['nice place, pleasent food but still not th...', 'Best find'], ['11/04/2017', '06/17/2017']]",/Restaurant_Review-g187147-d6622752-Reviews-Les_Bottes_de_7_Lieues-Paris_Ile_de_France.html,d6622752
2981,Loliva,Paris,['Italian'],2982,4.5,$$ - $$$,61,"[['Great find', 'Nice ambiance, but lacking attention to de...'], ['06/08/2017', '12/03/2016']]",/Restaurant_Review-g187147-d8076872-Reviews-Loliva-Paris_Ile_de_France.html,d8076872
2982,M Georges Paris,Paris,['French'],2983,4.5,$$ - $$$,94,"[['Atmospheric', 'Delicious meal to kick off our trip'], ['10/05/2017', '07/21/2017']]",/Restaurant_Review-g187147-d9608226-Reviews-M_Georges_Paris-Paris_Ile_de_France.html,d9608226
2983,Inagiku,Paris,"['Japanese', 'Asian']",2984,4,$$$$,169,"[['Very good but expensive', 'Do not trust your reservation'], ['10/12/2017', '11/25/2017']]",/Restaurant_Review-g187147-d718051-Reviews-Inagiku-Paris_Ile_de_France.html,d718051
2984,Le Bougnat,Paris,['French'],2985,4.5,$$ - $$$,56,"[['Wonderful evening!', 'Wadey'], ['01/04/2018', '12/30/2017']]",/Restaurant_Review-g187147-d1036196-Reviews-Le_Bougnat-Paris_Ile_de_France.html,d1036196
2985,Aux Tables du Pere Lachaise,Paris,"['Gastropub', 'French', 'Bar', 'European']",2986,4,$$ - $$$,108,"[['Good-value Formule for P猫re Lachaise visit...', 'Great little lunch caf茅'], ['01/04/2018', '10/26/2016']]",/Restaurant_Review-g187147-d3437329-Reviews-Aux_Tables_du_Pere_Lachaise-Paris_Ile_de_France.html,d3437329
2986,Mozzato,Paris,"['Italian', 'Mediterranean', 'Fusion', 'Vegetarian Friendly']",2987,4,$$ - $$$,71,"[['Delicious mozzarella feast', 'All Mozza!'], ['09/24/2017', '06/12/2017']]",/Restaurant_Review-g187147-d11640036-Reviews-Mozzato-Paris_Ile_de_France.html,d11640036
2987,La Pignatta,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",2988,4,$$ - $$$,131,"[['Very good pizza', 'Italy in Paris'], ['01/10/2017', '09/20/2017']]",/Restaurant_Review-g187147-d1034746-Reviews-La_Pignatta-Paris_Ile_de_France.html,d1034746
2988,Le Pure Cafe,Paris,"['French', 'Bar', 'Cafe', 'European', 'Pub']",2989,4,$$ - $$$,194,"[['Excellent experience!', 'Good food and nice service!'], ['08/12/2017', '06/18/2017']]",/Restaurant_Review-g187147-d719853-Reviews-Le_Pure_Cafe-Paris_Ile_de_France.html,d719853
2989,Les Barjots,Paris,"['French', 'European', 'Eastern European']",2990,4,$$ - $$$,102,"[['Excellent and fresh', 'Good cuisine and a cosy place!'], ['03/06/2016', '01/12/2016']]",/Restaurant_Review-g187147-d4435769-Reviews-Les_Barjots-Paris_Ile_de_France.html,d4435769
2990,Tamam Kitchen,Paris,,2991,5,,15,"[['Delicious'], ['07/29/2017']]",/Restaurant_Review-g187147-d12657279-Reviews-Tamam_Kitchen-Paris_Ile_de_France.html,d12657279
2991,Oh Popotes,Paris,['French'],2992,5,$$ - $$$,13,"[['A New Favorite'], ['12/18/2017']]",/Restaurant_Review-g187147-d13103280-Reviews-Oh_Popotes-Paris_Ile_de_France.html,d13103280
2992,Abradavio,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",2993,4,$$ - $$$,165,"[['Lovely little restaurant', 'Lovely lunch'], ['11/28/2017', '02/04/2017']]",/Restaurant_Review-g187147-d2060475-Reviews-Abradavio-Paris_Ile_de_France.html,d2060475
2993,Orient Extreme,Paris,"['Japanese', 'Sushi', 'Asian']",2994,4,$$$$,94,"[['Tasty Bento Box', 'Outstanding experience'], ['03/15/2017', '06/10/2017']]",/Restaurant_Review-g187147-d3482672-Reviews-Orient_Extreme-Paris_Ile_de_France.html,d3482672
2994,Ngoc xuyen saigon,Paris,"['Vietnamese', 'Soups']",2995,4.5,$,47,"[['Excellent no fuss Vietnamese place', 'Tasty Vietnamese food at moderate prices'], ['10/31/2017', '08/27/2017']]",/Restaurant_Review-g187147-d4242546-Reviews-Ngoc_xuyen_saigon-Paris_Ile_de_France.html,d4242546
2995,Yoshi,Paris,"['Japanese', 'Sushi', 'Asian']",2996,4.5,$$ - $$$,85,"[['Excellent place', 'Happy I entered'], ['11/07/2017', '07/07/2017']]",/Restaurant_Review-g187147-d2614327-Reviews-Yoshi-Paris_Ile_de_France.html,d2614327
2996,La Rosarina,Paris,"['Argentinean', 'South American']",2997,4.5,$$ - $$$,61,"[['Nice place with simple food', 'Great Empanadas'], ['07/12/2016', '06/22/2016']]",/Restaurant_Review-g187147-d5967652-Reviews-La_Rosarina-Paris_Ile_de_France.html,d5967652
2997,Restaurant Champeaux,Paris,"['French', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",2998,3.5,$$ - $$$,706,"[['Good food and service at Les Halles', 'For a Ducasse restaurant, VERY DISAPPOINTI...'], ['01/01/2018', '12/29/2017']]",/Restaurant_Review-g187147-d10179554-Reviews-Restaurant_Champeaux-Paris_Ile_de_France.html,d10179554
2998,Le Palanquin,Paris,"['Asian', 'Vietnamese']",2999,4,$$ - $$$,104,"[['A Hidden Gem in the 17th Arrondissement', 'Really very good'], ['08/02/2017', '11/08/2017']]",/Restaurant_Review-g187147-d4358216-Reviews-Le_Palanquin-Paris_Ile_de_France.html,d4358216
2999,Zagros,Paris,"['Mediterranean', 'Turkish', 'Greek']",3000,4,$$ - $$$,82,"[['Delicious good and a reasonable price', 'A recomended place in paris'], ['07/30/2017', '12/16/2016']]",/Restaurant_Review-g187147-d782273-Reviews-Zagros-Paris_Ile_de_France.html,d782273
3000,Le Presles,Paris,"['French', 'European', 'Vegetarian Friendly']",3001,4.5,$$ - $$$,63,"[['Great food a stoneüs throw from the Eiffel...', 'Real French food, real French people'], ['11/26/2017', '10/23/2017']]",/Restaurant_Review-g187147-d1336320-Reviews-Le_Presles-Paris_Ile_de_France.html,d1336320
3001,Le Grand Phenicien,Paris,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",3002,4,$$ - $$$,142,"[['Turned into a very expensive lunch', 'Great lebanese experience'], ['08/30/2017', '06/07/2017']]",/Restaurant_Review-g187147-d6788497-Reviews-Le_Grand_Phenicien-Paris_Ile_de_France.html,d6788497
3002,Olives et Cacahuetes,Paris,['French'],3003,4.5,$$ - $$$,89,"[['Healthy Aperitif', 'Ravioles are delicious!'], ['09/30/2017', '06/19/2016']]",/Restaurant_Review-g187147-d4774021-Reviews-Olives_et_Cacahuetes-Paris_Ile_de_France.html,d4774021
3003,Ostrea,Paris,"['Bar', 'Seafood', 'Pub', 'Wine Bar']",3004,4.5,$$ - $$$,32,"[['WWB = Wonderful Women Bar !!', 'Great seafood recipes !'], ['06/03/2017', '03/01/2017']]",/Restaurant_Review-g187147-d12185114-Reviews-Ostrea-Paris_Ile_de_France.html,d12185114
3004,Creperie Oroyona,Paris,"['French', 'Vegetarian Friendly']",3005,4,$,100,"[['Cute and satisfying', 'Cheap, tasty, filling = :-)'], ['11/13/2017', '09/04/2017']]",/Restaurant_Review-g187147-d2715208-Reviews-Creperie_Oroyona-Paris_Ile_de_France.html,d2715208
3005,Le Cerceau,Paris,"['French', 'Bar', 'Spanish', 'Pub', 'Wine Bar', 'Gastropub', 'Vegetarian Friendly']",3006,4.5,$$ - $$$,42,"[['Perfect place to visit and stay', 'Tasty Roast Chicken'], ['06/09/2017', '09/22/2016']]",/Restaurant_Review-g187147-d8403968-Reviews-Le_Cerceau-Paris_Ile_de_France.html,d8403968
3006,Comptoir Voltaire,Paris,"['French', 'Bar', 'European']",3007,4,$$ - $$$,81,"[['Nice situation, nice atmosphere', 'Very good fixed price menu'], ['06/03/2017', '05/05/2017']]",/Restaurant_Review-g187147-d7917474-Reviews-Comptoir_Voltaire-Paris_Ile_de_France.html,d7917474
3007,Le Hardy,Paris,,3008,4.5,,46,"[['Taste and Fun', 'Nice trendy restaurant'], ['05/11/2017', '02/24/2017']]",/Restaurant_Review-g187147-d11719114-Reviews-Le_Hardy-Paris_Ile_de_France.html,d11719114
3008,Le Pont de Sichuan,Paris,"['Chinese', 'Asian', 'Vegetarian Friendly']",3009,4.5,$$ - $$$,91,"[['Delicious Sichaun food', 'Authentic Sichuan Food'], ['10/19/2017', '09/22/2017']]",/Restaurant_Review-g187147-d7047278-Reviews-Le_Pont_de_Sichuan-Paris_Ile_de_France.html,d7047278
3009,Gaspard,Paris,"['French', 'Vegetarian Friendly']",3010,4,$$ - $$$,44,"[['Great service', 'Excellent meal!'], ['02/12/2017', '07/28/2017']]",/Restaurant_Review-g187147-d10906483-Reviews-Gaspard-Paris_Ile_de_France.html,d10906483
3010,Au Vieux Colombier,Paris,"['French', 'European']",3011,4,$$ - $$$,144,"[['Charming French coffee shop', 'A memorable lunch.'], ['10/14/2017', '07/20/2017']]",/Restaurant_Review-g187147-d970211-Reviews-Au_Vieux_Colombier-Paris_Ile_de_France.html,d970211
3011,Le Dejeuner Sur l'Herbe,Paris,['French'],3012,4.5,$$ - $$$,52,"[['we loved it', 'Great Food, nice service'], ['08/05/2017', '08/02/2017']]",/Restaurant_Review-g187147-d4794404-Reviews-Le_Dejeuner_Sur_l_Herbe-Paris_Ile_de_France.html,d4794404
3012,Cucina Napoletana,Paris,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",3013,4.5,$$ - $$$,81,"[['Enchanting, Charming & Delicious', 'Dinner with colleague'], ['11/03/2017', '06/21/2017']]",/Restaurant_Review-g187147-d866311-Reviews-Cucina_Napoletana-Paris_Ile_de_France.html,d866311
3013,Chez Long,Paris,"['Asian', 'Vietnamese']",3014,4.5,$$ - $$$,84,"[['great Vientnamese food', 'Great food nice service'], ['07/28/2017', '04/19/2016']]",/Restaurant_Review-g187147-d3293374-Reviews-Chez_Long-Paris_Ile_de_France.html,d3293374
3014,Tang,Paris,"['Chinese', 'Asian', 'Vegetarian Friendly']",3015,4.5,$$$$,147,"[['Excellent resto - accidently pressed helpf...', 'Craving for Chinese food after 5 days in P...'], ['04/01/2017', '09/05/2017']]",/Restaurant_Review-g187147-d719926-Reviews-Tang-Paris_Ile_de_France.html,d719926
3015,Vicq d'Azir,Paris,"['Moroccan', 'Mediterranean']",3016,4,$$ - $$$,62,"[['Wonderful Service, Great food! Highly reco...', 'The best couscous in a very long time'], ['08/12/2017', '12/21/2016']]",/Restaurant_Review-g187147-d1325818-Reviews-Vicq_d_Azir-Paris_Ile_de_France.html,d1325818
3016,Founti Agadir,Paris,"['Moroccan', 'Mediterranean', 'Halal']",3017,4,$$ - $$$,98,"[['Bonne adresse !', 'A reliable standby'], ['08/22/2016', '04/21/2016']]",/Restaurant_Review-g187147-d1901506-Reviews-Founti_Agadir-Paris_Ile_de_France.html,d1901506
3017,Restaurant Victoria Station,Paris,"['Italian', 'French', 'Pizza', 'European']",3018,3.5,$$ - $$$,533,"[['Great service', 'Good pizza'], ['11/15/2017', '09/06/2017']]",/Restaurant_Review-g187147-d2484576-Reviews-Restaurant_Victoria_Station-Paris_Ile_de_France.html,d2484576
3018,Pinocchio,Paris,"['Italian', 'European', 'Vegetarian Friendly']",3019,4,$$ - $$$,174,"[['Perfect for simple dinner and drink', 'Dinner with my daughter - great!'], ['09/12/2017', '09/13/2017']]",/Restaurant_Review-g187147-d6697429-Reviews-Pinocchio-Paris_Ile_de_France.html,d6697429
3019,Deux Cigales,Paris,"['French', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options']",3020,4,$$ - $$$,103,"[['little cosy place', 'Gorgeous small French restaurant'], ['07/02/2017', '06/29/2017']]",/Restaurant_Review-g187147-d784869-Reviews-Deux_Cigales-Paris_Ile_de_France.html,d784869
3020,L'Assiette,Paris,"['French', 'European']",3021,4.5,$$ - $$$,113,"[['Authentic Parisian experience.', 'A gem of a place. Serving French food unap...'], ['01/16/2017', '07/14/2016']]",/Restaurant_Review-g187147-d1745248-Reviews-L_Assiette-Paris_Ile_de_France.html,d1745248
3021,Royal Charonne,Paris,"['Chinese', 'Asian']",3022,4.5,$$ - $$$,147,"[['Service is nice but the hotpot is just ok', 'Great !'], ['10/24/2017', '10/10/2016']]",/Restaurant_Review-g187147-d4469407-Reviews-Royal_Charonne-Paris_Ile_de_France.html,d4469407
